course_code,course_name
MDIA1090,"Media, Culture and Everyday Life"
CODE1110,Computational Design Theory 1
ZEIT2208,Digital Electronics and Microcontrollers
COMM3501,Quantitative Business Analytics
LAWS8064,"Regulation, Litigation and Enforcement"
CODE2121,Computational Design 2 (Structure)
ACCT3625,ESG Reporting and Enterprise Value Creation
PLTX2020,Workplace Experience 2
BLDG3021,Property Development
DART1210,Animation 1
ARTS3690,Language Universals and Linguistic Typology
SENG4920,Ethics and Management
ARTS2362,Alienation and Social Critique
PLAN2004,Equitable Cities
MBAE7502,Executive Strategy: Growth and Innovation (Residential)
JURD7555,UNSW Law Internships
ZBUS2902,Research Project in Business 1
EDST2070,"Culture, Identity and Education"
BIOM9650,Biosensors and Transducers
MODL5117,Interpreting in International Settings
ARTS2660,Korean 3
PTRL5021,Reservoir Characterisation
ZGEN2222,Introduction to Strategic Studies
JURD7501,"Law, Gender and Sexuality"
EDST5131,Oral Communication Across the Curriculum
AVIA5005,Airline Operational Management
PSYC3051,Physiological Psychology
ARTS1210,Concepts of Asia
MATH2859,"Probability, Statistics and Information"
MATH1041,Statistics for Life and Social Sciences
ZEIT4707,Mechanical Design 2
ARTS2481,French 4
COMM2822,Introduction to Databases for Business Analytics
MDIA3004,Independent Production Project
PSYC7422,Professional and Ethical Practice (Forensic) 6
LAWS3250,Data Privacy Law
ACTL5101,Probability and Statistics for Actuaries
BEIL0005,"People, Place and Design"
JURD7489,Class Actions and Mega- Litigation
ZEIT3506,Managing the Development of Engineered Systems
ZEIT8298,Project Report - Engineering Science Part-Time
ARTS2815,Politics and Security in the Indo-Pacific
GSOE9810,Process and Product Quality in Engineering
ELEC9701,Mixed Signal Microelectronic Design
COMP3821,Extended Algorithm Design and Analysis
DART2110,Drawing 2: Studio Processes
ECON2101,Microeconomics 2
NEUR4442,Neuroscience Research (For students commencing in T1 2024)
PHYS2113,Classical Mechanics and Special Relativity
CRIM2032,Disability in the Criminal Justice System
ARTS2849,Popular Culture and World Politics
ECON5106,Economics of Finance
TELE3119,Trusted Networks
ARTS2461,Chinese 3 for Background Speakers
OPTM7208,Research Skills in Optometry
CDEV3012,WIL Experience Term (Multi- Term)
VISN2111,Ocular Anatomy and Physiology
ARTS3480,French 5
JURD7272,Transitional Module: LRW - Australian Law
ZEIT8024,Software Security Lifecycle
OPTM7107,Ocular Therapy 1
ZEIT1102,Introduction to Programming
LAWS8993,International Business Transactions
ARTS1750,Introduction to Global Development
MATS6002,Fundamentals of Materials Design
MNGT5590,Work Integrated Learning 12uoc (Blended)
ZEIT1110,Computer Games
ARTS2061,Contemporary Approaches to Cinema
CEIC8102,Advanced Process Control
EDST6921,Modern History Method 1
DDES1160,Textiles 1: Concepts and Context
CRIM2021,Criminal Law and Justice 2
LAWS3025,Advanced Contract Law
PSYC7220,Psychology of Health and Illness
MATH1231,Mathematics 1B
ARCH7182,The Profession of Architecture
ZEIT8011,Space Systems Technology
ACTL2111,Financial Mathematics for Actuaries
AVIA5009,Airline Corporate Management
BIOC3111,Molecular Biology of Proteins
PHYS3199,Physics Work Placement 1
MGMT5050,Responsible Business Professionalism
JURD7251,"Court Process, Evidence and Proof"
ARTS2458,"Along the Silk Road: Conquerors, Traders and Explorers"
MATH3431,Number Theory
CVEN4953,Research Thesis C
ARTS1661,Korean 2
BEES6601,An Introduction to the Sydney Environment
ARTS2571,Spanish 4
ADAD9116,Research Paper
ZEIT8200,Model Based Systems Engineering
DART1300,Histories of Contemporary Art: Part 1
ARTS2389,Philosophy as a Way of Life
MFAC1521,": Beginnings, Growth and Development A"
PHCM9050,Immunisation Policy and Practice
DART2230,Moving Image 2: Studio Processes
LAWS3170,The Essential Advocate:An Intro to Advocacy
GSOE9017,Managing Energy Efficiency
LAWS3023,Commercial and Charitable Trusts
ELEC4952,Research Thesis B
JURD7303,Kingsford Legal Centre Community Law Clinic (Intensive)
JURD7765,Intro to Chinese Regulation of Int'l Business
ARTS4249,Advances in the Humanities
ENGG2400,Mechanics of Solids 1
SOLA9001,Photovoltaics
MFAC1523,Health Maintenance A Student  Guide
BENV0021,Sustainable Urbanism and Design
ZEIT4752,Ship Propulsion and Marine Engineering
ZEIT1504,"Introduction to Mechanical, Aeronautical and Naval Architecture Engineering"
JURD7691,International Law of Equality and Discrimination
LAWS8224,Company and Business Structures
ARTS1120,Experiencing Theatre
AVIA5039,Airworthiness for Transport Category Aircraft
ARCH7213,Performance over Time of Building Systems
INFS5929,Cybersecurity Leadership and Risk Management
MINE4310,Mine Geotechnical Engineering
JURD7330,"Cybercrime, Information Security and Digital Enforcement"
COMP2111,System Modelling and Design
ZEIT3600,Structural Analysis
BABS3081,Bacteria and Disease
PSYC2071,Perception and Cognition
SOCW3010,Organisational Practice
MNGT5595,"Work Integrated Learning  (Full-time, Session 3)"
ELEC9716,Electrical Safety
GENS2025,Introduction to Airborne Drone Management
PSYC7409,Professional and Ethical Practice (Forensic) 1
LAND1482,Professional Practice for Landscape Architects
DDES9014,Imperatives for a Sustainable Future
LAWS3018,Commercial Law
ARTS1570,Spanish 1
BIOS3601,Advanced Field Biology
ZEIT3750,"Naval Architecture Practice, Hydrostatics and Stability"
LAWS8023,"Commercial Contracts: Problems of Performance, Breach and Termination"
CRIM2042,Explaining Crime
ZPEM2401,Australian Waters and their Dynamics
IDES1311,Industrial Design Studio 1A: Product Design Fundamentals
MECH9325,Fundamentals of Acoustics & Noise
AGSM6251,Marketing Management (WEB Weekly)
PSYC4072,Psychology Honours Research Project 6 Units of Credit
ZEIT8281,Project - Project Management P/T
ACCT2511,Financial Accounting Fundamentals
FOOD9104,Advanced Food and Health Security
MATH3851,Experimental Design and Categorical Data
GENM0295,Personalised Medicine
JURD7152,Introducing Law and Justice
FINS4777,Empirical Corporate Finance
LAWS3221,Media Law: General Principles
ADAD3000,Professional Experience Project
FINS5531,"Personal Risk, Insurance, and Superannuation for Financial Advisers"
PHCM9662,"Health Aspects of Crises, Emergencies and Disasters"
PHCM1002,Introduction to Public Health
ZBUS8113,Public Service Implementation
INST3900,International Studies Advanced Seminar
CRIM3020,The Criminal Trial
ARTS2021,Creative Writing Project
MGMT3004,Solving Complex Strategy and Policy Problems
ANAT2452,Neuroanatomy Fundamentals for Allied Health
AVIA3113,Air Transport Performance and Navigation
PSYC1111,Measuring Mind and Behaviour
IEST8001,Environmental Leadership Practicum I: Project or Internship
ECON1203,Business and Economic Statistics
COMM5044,Future of Work Project
GENL1063,Terror and Religion
ELEC9714,Electricity Industry Planning and Economics
BENV2708,Interior Detailing
MMAN4400,Engineering Management
ZEIT3120,Programming for Security
BENV1012,Parametric Design and Digital Fabrication
MATH3901,Higher Probability and Stochastic Processes
PSYC1027,"Forensic Psychology: Crime, Courts and Corrections"
CEIC2007,Chemical Engineering Lab A
ENGG1300,Engineering Mechanics (MERE delivery)
ARTS2271,Inventing Modern Australia: 1900 to Now
TABL5559,Australian Taxation Law
GSOE9510,Ethics and Leadership in Engineering
MGMT6005,Managing Organisational Risk in Global Context
INFS2603,Business Analysis and Agile Product Management
PLTX1080,Transactional Practice
MUSC3104,Jazz: its Sound and History
CVEN4104,Sustainability in Construction
ECON5205,Econometrics
MATH3041,Mathematical Modelling for Real World Systems
CEIC9008,Product Research and Design Project B
ZBUS2206,Managing People Across Cultures
LAWS3671,Transnational Legal Studies B
IDES3235,Industrial Design in the Asian Century
MDIA1004,News Fundamentals
MINE8760,Mine Geology and Geophysics for Mining Operations
ECON2112,Game Theory and Business Strategy
MATS4100,Materials Engineering Project
EDST6952,Science Method 2
PLAN4004,Planning Thesis: Research Design
TABL5933,UNSW Tax and Business Advisory Clinic
FOOD8030,Food Safety and Quality Assurance
ZBUS1104,Foundations of Management
LAND7121,People Place Design
BIOM9910,Health Technology Innovation: Clinical Immersion
INFS5602,Digital Capabilities for Business
PTRL2010,Business Practices in the Petroleum Industry
MARK5829,Pricing Analytics
ECON3123,Organisational Economics
ACCT3708,Auditing and Assurance Services
JURD7493,Succession
PSYC7204,Adult and Child Clinical Psychology 2
LAND7272,Landscape Technology 1: Landscape Performance (Materials and Fabrication)
TELE9757,Quantum Communications
AVIA2401,Aviation Law and Regulations
EDST5111,Intellectual Disabilities
MATH5271,Environmental Data Science and Statistics
CRIM3000,Criminology in Practice
INFS2101,Industry Placement 1
MATH2121,Theory and Applications of Differential Equations
COMM5701,Social Impact
BIOS3011,Animal Behaviour
INFS4802,Thesis C
MDIA3002,News Analysis and Production
LAWS8980,Principled (Interest Based) Negotiation
ELEC4603,Solid State Electronics
MDIA2009,Video Journalism
ARCH7113,Integrated Design Studio 2
ZEIT2603,Civil Engineering Materials
PHYS3112,Experimental and Computational Physics
EDST2002,Professional Engagement
MDIA5021,Advertising and Creativity
TABL5544,Comparative Tax Systems
INFS1603,Introduction to Business Databases
ADAD9312,Leadership in the Cultural and Creative Industries
ECON1107,Elements of Environmental Economics
CONS0005,Construction Informatics
ARTS3123,Solo Performance Making
INFS5710,Information Technology Infrastructure for Business Analytics
PHSL2121,Principles of Physiology A
ZEIT4119,Computing and Cyber Security Honours Special Topic 3
FINS5537,Financial Planning Advice and Ethics
ARCH1302,Architectural Design Studio 6
PTRL3030,Reservoir Characterisation
PSCY9912,Substance Use Problems and Offending
ZEIT3191,Computing and Cyber Security Research 3B
MATS2005,Introduction to Fluid Flow and Heat Transfer
NEUR4443,Neuroscience Research 18 Units of Credit
LAWS8534,Online Dispute Resolution
LAWS2351,"Court Process, Evidence and Proof"
COMM8102,Econometric Analysis
MFIN6210,Empirical Studies in Finance
ZPEM8311,Data Analysis and Applications
LAWS8038,Chinese Corporate and Securities Law
ZBUS3207,Management and Governance in Developing Countries
LAWS1141,Principles of Public Law
LAND2251,Planting Design at the Landscape Scale
EDST5106,Advanced Behaviour Support Strategies
MATH2111,Higher Several Variable Calculus
GMAT3700,Geodetic Positioning and Applications
ECON2126,Principles of Experimental and Behavioural Economics
ARTS2455,Gender in China
DDES9142,Typographic Design
LAND7315,Professional Practice for Landscape Architects
PSCY9901,Law and Mental Health
PSYC3341,Developmental Psychology
LAND7102,Master Landscape Studio 2: Design with a Complex Program
DDES2140,Graphics 2: Identity and Form
CDEV3013,Experience Term
EXPT2169,Strength and Conditioning
MICR2012,Microbiology for the Pharmaceutical Sciences
EDST6772,Graphics and Multimedia Technology Method 2
JURD7481,Public International Law
LAWS3391,Family Law
ARTS3290,"European Empires, from Conquest to Collapse to the Present Day"
PTRL3050,Well Pressure Testing
MNGT5589,"Strategic Consulting Projects (Full-time, Session 3, Kensington)"
ZBUS4101,Business Research 1 (Honours)
COMP3891,Extended Operating Systems
MGMT5904,Managing Organisational Change
POLS5161,Developing Countries and the International System
SOCW4012,Social Work Practice in Mental Health and Trauma
MMAN4020,Thesis B
ARTS2363,Chinese Philosophy
PHYS1231,Higher Physics 1B
ACCT5947,CPA Digital Finance
MGMT5907,Human Resource Management
ZBUS8317,Workforce Planning
EDST5306,Human Development and Education
CEIC2002,Heat and Mass Transfer
JURD7350,Globalisation and Intellectual Property Law
CODE2132,Computational Design 3 (Urban)
ZINT8105,Academic Practice: Critical Reading and Writing
PHSL2502,Human Physiology B
ZEIT4902,Engineering Research 4B
TELE4652,Mobile and Satellite Communications Systems
CHEM2921,Food Chemistry
CEIC9953,Advanced Research Thesis C
MSCI5004,Oceanographic Processes
PHYS9120,Mechanics for Teachers
MDIA1003,Public Relations and Advertising Foundations
DDES9914,Managing Immersive Projects
AVIA3401,Aviation Safety and Resource Management
ZEIT3602,Geotechnical Design
DDES1101,Design Communication and Context
ZBUS8102,Organisational Behaviour
DART2190,Creative Experimentation
TABL2756,International Tax
DDES2102,Design Professional Practice
LAWS3185,Public Interest Litigation: Origins and Strategies
PSYC1022,The Psychology of Addiction
MNGT5374,"Managerial Decision Making (Full-time, Session 3)"
DART4101,Fine Arts Honours Research Project 1
MGMT3702,International Human Resource Management
ARTS2042,The Business of Literature
COMP1511,Programming Fundamentals
PSYC7221,Evidence Based Clinical Psychology
CONS0013,Construction Management Theory and Practice
BLDG3013,Digital Construction
MUSC3705,Performance Laboratory C
MATS6111,Processes in Materials Engineering
GMAT3220,Geospatial Information Systems
SOCW4003,Advanced Social Work Practice Methods
ZEIT3701,Heat Transfer and Refrigeration
AVIA3013,Workplace Safety
MINE1010,Mineral Resources Engineering
CVEN4204,Ground Improvement and Monitoring Techniques
CVEN3101,Engineering Operations and Control
ZZBU6003,Business Economics
ARTS2064,A Case Study of Film Genre
DART2100,Studio Art Practice 3
ZEIT2502,Fundamentals of Flight
MDIA3003,Professional Portfolio
MTRN3020,Modelling and Control of Mechatronic Systems
SOLA9103,Renewable Energy System Modelling & Analysis
CEIC4954,Research Thesis Extension
JURD7582,International Human Rights Law and Advocacy
PTRL6107,Petrophysics
ZEIT4227,Radar Techniques and Applications
ZEIT8119,Internetworking
ARTS3643,Learning Japanese through Current Issues
CHEM1051,"Higher Chemistry 1A (Medicinal): Atoms, Molecules and Energy"
SOLA9101,Advanced Photovoltaics
ZBUS3107,Illicit Business in the Modern World
JURD7438,Chinese Corporate and Securities Law
SOCW4015,Honours Research Thesis
ARTS3039,Jane Austen in Context
ELEC9703,Microsystems Design and Technology
AVIA3410,Advanced Law and Regulation in Aviation
ECON7001,Microeconomic Theory I
ACTL2101,Industry Placement 1
CHEM1031,"Higher Chemistry 1A: Atoms, Molecules and Energy"
AVIA3610,Aviation Data Modelling
COMM5710,Creating Shared Value
ZEIT3112,Special Topic 2
MBAE7506,Executive Accelerator Middle Term (F2F Residential)
COMP9993,Research Project C
DDES1021,Jewellery Design for Fashion
ARTS2150,A House Divided: The Making of Modern America
LAWS3501,"Law, Gender and Sexuality"
MANF4150,Design of Intelligent Manufacturing Systems
SWCH9016,Cancer in Women
JURD7695,Corporate Insolvency
OPTM6421,"Binocular Vision, Paediatrics and Low Vision"
MGMT2726,Business Ethics and Sustainability
HDAT9700,Health Data Analytics: Statistical Modelling II
EDST5303,"Learning, Problem Solving, and the Development of Expertise"
ARCH7304,Architecture and the City
LAWS8071,Development and Planning Law
DDES2121,Object 3: Objects and the World
SOSS2002,Quantitative Social Research
AVIA3199,Aviation Work Placement 1
ARTS1900,Gendered Worlds: Introduction to Gender Studies
ELEC9712,High Voltage Systems
MDIA5023,Public Relations Theory and Practice
EDST5440,Advanced TESOL Methodology
MGMT2102,Managing Across Cultures
MTRN9400,Control of Robotic Systems
JURD7486,International Law Competitive Moot
ARCH1203,Architectural Design Studio 4
LAWS3276,Sir Anthony Mason Research Project in Constitutional Law
LAWS8075,"Gender, Race and Justice"
BIOM9020,Masters Project (Half Time)
PTRL3040,Numerical Reservoir Simulation
ARTS2453,Chinese Cinema
INFS2602,Managing Information Systems
ARTS1753,"Culture, Experience and Change"
GSOE9820,Engineering Project Management
CVEN4705,"Environmental Sustainability - Methods, Tools, Management"
BABS3021,Microbial Genetics
LAWS8085,International Organisations
DDES1024,Jewellery: Contextual Issues through Bodyworks
MICR9071,Marine Microbiology
SWCH9007,Menopause
BABS1201,"Molecules, Cells and Genes"
COMD5001,International Development Policy
BEES5041,Data Analysis: Environmental Science & Management
ARTS2542,"Gods, Heroines and Heroes in Greek Myth"
EDST6753,Extension English Method 2
SUSD0003,Energy and the Built Environment
PHYS9110,Everyday Physics for Teachers
MERE4951,Research Thesis A
MARK5800,Consumer Behaviour
LAWS3413,Housing Law
DART1200,Digital Studio 1
VISN1221,Visual Optics
AVIA1301,Simulation in Aviation and Airworthiness Management
EDST6771,Graphics and Multimedia Technology Method 1
ANAT2511,Fundamentals of Anatomy
ECON3116,International Trade Theory and Policy
LAWS3321,Introduction to the Australian Legal System
PHSL3221,"Endocrine, Reproductive and Developmental Physiology"
ZEIT8221,Spaceborne Imaging Technology
PTRL5102,Digital Core Analysis
CODE2250,Robotic Computing
LAWS8092,Securities and Financial Markets Regulation
ARTS3122,Working in the Performing Arts
DIET2003,Farm to Fork 1
MDIA5000,Understanding Contemporary Media
CRIM3011,Crime Prevention Policy
ZBUS8205,Business Ethics
OPTM8511,"Clinical Paediatrics, Low Vision and Colour Vision"
PHTN4661,Optical Circuits and Fibres
COMP9020,Foundations of Computer Science
DDES9010,Design Concepts and Communication
PHRM1021,Introductory Pharmaceutical Sciences
CHEM2021,Organic Chemistry: Mechanisms and Biomolecules
FINS3625,Applied Corporate Finance
BEIL6005,"Researching Art, Architecture and Design"
JURD7787,US Legal Systems (Berkeley)
LAND2272,Landscape Design and Documentation 2
MTRN3500,Computing Applications in Mechatronics Systems
BIOC3261,Human Biochemistry of Health and Disease
PSCY9914,"Families, Children, and Adolescent Forensic Psychiatry"
LAWS8365,Intro to Chinese Regulation of Int'l Business
PHSL2101,Physiology 1A
FINS3637,Wealth Management Advice and Ethics
EDST5807,Social and Emotional Development of Intellectually Gifted Children
SOLA3010,Low Energy Buildings and Photovoltaics
ARTS3750,"Development, Community and Environment"
DDES9016,Design Studio Project 1: Proposal
INTA8000,Interior Architecture Practice Studio 8
BIOS2123,Ecosystem Conservation and Management
EDST6777,Extension Visual Arts Method 1
FINS3633,Real Estate Finance
ANAT3141,Functional Anatomy of the Limbs
MATH2221,Higher Theory and Applications of Differential Equations
PHYS1111,Fundamentals of Physics
EDST5100,Foundation 2: Fields of Practice in Education
MERE6002,Seismic Imaging
EDST1244,Foundations of the Arts in Education
PSYC3221,Vision and Brain
ZEIT8247,Test and Evaluation Project
ACCT5907,International Financial Statement Analysis
CEIC6713,"Industry Wastewater Processing in the Context of Environmental, Social and Governance Frameworks"
OPTM7218,Research Project
DDES9991,"Visualisation, Simulation, and Immersive Design Capstone"
ZEIT3751,Ship Hydrodynamics
COMM5007,Coding for Business
DDES9901,Designing and Experiencing Immersion
SUSD0010,Managing the Sustainable Built Environment
ZEIT3753,Ship Design Fundamentals
ARTS1691,The Use of Language
INFS5907,Fundamentals of Cybersecurity for Business
ARTS3490,Advanced French Conversation
CVEN2701,Water and Atmospheric Chemistry
GEOS2721,Australian Physical Environments
JURD7593,International Business Transactions
ACTL5108,Finance and Financial Reporting for Actuaries
SOLA5052,Bioenergy and Renewable Fuels
DDES1042,Data Visualisation and Wayfinding
LAND2151,Landscape Analysis
FINS3644,Sustainable and Responsible Investing
ACTL3162,General Insurance Techniques
MDIA3012,Public Relations in Practice
JURD7528,Migration and Citizenship Law
MECH4305,Fundamental and Advanced Vibration Analysis
SOCF5112,Complex Practice Issues
COMP4418,Knowledge Representation and Reasoning
LAWS1230,"Lawyers, Ethics and Justice"
LAWS8014,Defamation and the Media
ARTS4924,Politics and International Relations Honours
MUSC3105,Psychology of Music
MDIA5005,"Celebrity, Media and Culture"
INFS5730,Social Media Analytics in Practice
EDST6745,Business Studies Method 2
ACTL5106,Insurance Risk Models
BABS2011,Current Trends in Biotechnology
PTRL6028,Practical Aspects of Well Planning and Drilling Cost Estimates
ARTS4928,Global Development Honours
JURD7285,Equity and Trusts
EDST6716,Economics Method 1
EDST5107,Teaching Methods for High Incidence Disabilities
INTA3000,Interior Architecture Practice Studio 3
CEIC1000,Sustainable Product Engineering and Design
PHCM2004,Communicable Disease
MDIA2092,"Transnational Media: Markets, Flows and Cultures"
BABS2264,Genetics (Advanced Level)
EDST6744,Spanish Method 2
MATS4005,Composites and Functional Materials
INFS3604,Business Process Management
MARK3087,Customer Analytics
MATS3005,Phase Transformations
FOOD8220,Nutrition
EDST6950,Ancient History Method 2
JURD7371,Development and Planning Law
MINE5030,Mining Excavations in Rock
ACCT3303,Industry Placement 3
MUSC2001,Good Sounds Feel Better: Music and Musicians for Wellbeing and Healthcare Settings
PTRL3001,Reservoir Engineering B
PHCM9522,"Politics, Surveillance and Public Health"
ARTS1511,German 2
PHAR3111,Clinical Pharmacology for Health and Exercise Science
MARK3054,Marketing Analytics and Big Data
MDIA1008,Engaging Audiences
JURD7476,Sir Anthony Mason Research Project in Constitutional Law
GEOS2711,Australian Climate and Vegetation
ACCT5997,Seminar in Research Methodology
PHYS4141,Quantum Mechanics (Honours)
CEIC4007,Product Design Project Thesis A
COMM8103,Business Research Project Seminar
CEIC4000,Environment and Sustainability
ARTS2696,The Grammar of English
CODE1161,Design Computing
COMP3900,Computer Science Project
ACCT5906,Financial Literacy for Business Decisions
ZBUS2302,Leadership
MERE4953,Research Thesis C
PHCM9788,Outbreak Investigation and Intelligence
MATH3261,"Fluids, Oceans and Climate"
ZBUS8108,Accounting for Management Decisions
PTRL6029,Directional Horizontal and Multilateral Drilling
JURD7367,"International Law, Human Rights and Cultural Heritage"
ARTS3047,Adventures in Literary Theory
ECON1202,Quantitative Analysis for Business and Economics
CVEN3202,Soil Mechanics
MARK2051,Consumer Behaviour
SOLA9453,Masters Project C
MMAN4200,Additive Manufacturing
DART4202,Media Arts Honours Research Project 2
BIOS3061,Plant Ecology
ZBUS2202,Australia and the World Economy
ZEIT1206,Electrical Circuits
LAWS3248,Intellectual Property 2: Trade Marks and Patents
MDIA5032,From Text to Talk: Finding Your Voice
CVEN4102,Operations and Projects
HUMS1006,Presentation and Communication Skills
CEIC4952,Research Thesis B
COMP9201,Operating Systems
NEUR2201,Neuroscience Fundamentals
AVIA1401,Introduction to Human Factors: The Safety Science of Human Performance
DART1351,Media Arts Theory
CVEN2002,Civil and Environmental Engineering Computations
ZEIT8220,Space Propulsion
MARK5820,Events Management and Marketing
MATH2701,Abstract Algebra and Fundamental Analysis
ZEIT1600,Introduction to Civil Engineering
DIET2002,Nutrition for Health Professionals 2
ZEIT3605,Design of Concrete and Prestressed Concrete Structures
COMP3511,Human Computer Interaction
PSYC2101,"Assessment, Personality and Psychopathology"
ANAT2111,Introductory Anatomy
EXPT1182,Exercise and Nutrition
JURD7603,Global Issues in Competition Law and Policy
DDES9143,Graphic Design and Society
DDES2110,3D Visualisation 2: Virtual Worlds
SWCH9032,Perinatal Psychology
SOCW3006,Socio- Legal Practice in Social Work Settings
ZPEM8102,"Environment, Safety and the Regulatory Framework"
PTRL4012,Enhanced Oil and Gas Recovery
JURD7534,Online Dispute Resolution
DATA3001,Data Science and Decisions in Practice
BINF3020,Computational Bioinformatics
MSCI5005,Topics in Marine Biology and Ecology
DDES1033,Playful Spaces: Soft Structures
JURD7270,Law in the Global Context
COMP6447,System and Software Security Assessment
ARTS1690,The Structure of Language
TABL5575,Tax Policy
INFS5720,Business Analytics Methods
PSYC7232,Research Thesis (Clinical) 3
MINE8101,Fundamentals of Mining Engineering
BEIL0010,Creating Value for Built Environment Clients
HLTH1000,Interprofessional Practice and Collaborative Care
HDAT9600,Health Data Analytics: Statistical Modelling I
MDIA3097,Current Debates in Media and Culture
CHEM2011,"Physical Chemistry: Molecules, Energy and Change"
ENGG2500,Fluid Mechanics for Engineers
ARTS2693,Psycholinguistics
MMAN4953,Research Thesis C
PSYC5004,Advanced Data Analysis and Methods of Psychological Inquiry
COMM5706,Design for Social Innovation
FINS3645,Financial Market Data Design and Analysis
LAWS8095,Corporate Insolvency
AGSM6321,Corporate Finance (WEB Weekly)
ACTL5301,Quantitative Risk Management Techniques
ZEIT8012,Space Systems Engineering Management
PTRL5011,Petroleum Production Engineering
PSYC1062,Psychological Science of Wellbeing
ECON5408,Applied Econometric Methods
ARTS3049,"Literary Animals, Monsters and Machines"
COMM2501,Data Visualisation and Communication
ARTS2464,Chinese Ideas of Beauty and Erotica: Ancient to Modern
CVEN9701,Engineering Economics and Financial Management
ARTS2570,Spanish 3
SWCH9017,Applied Reproductive Anatomy and Physiology
LAWS2384,Legal Experimentalism
JURD7621,Advanced Topics in Intellectual Property
CEIC6789,Data-driven Decision Making in Chemical Engineering and Food Science
FOOD4403,Advanced Nutrition
LAWS3555,UNSW Law Internships
JURD7467,International Criminal Law
PATH3209,Clinical Immunology
VISN5521,Orientation and Mobility Techniques
AGSM9155,Strategic Consulting Project (WEB Weekly)
AVIA2702,Aviation Security and Air Freight Logistics
FINS2624,Portfolio Management
ZEIT8018,Cyber Resilience: Management Governance and Acquisition
ECON6309,Economic Measurement
GMAT4220,Geospatial Information Science
MARK5700,Elements of Marketing
MGMT5800,"Technology, Management and Innovation"
ARTS3217,History of Modern China: Contested Visions
LAWS8069,Natural Resources Law
AVIA3601,Flight Data Analytics
DDES9144,Graphic Design for User Interfaces
AGSM9583,International Business Experience (Sustainability Study Tour)
PHAR3202,Neuropharmacology
PLAN7140,Land & Environment Law
ARTS1240,Environment and Society
EDST5151,Child Development: Psychological & Social Perspectives
TELE4651,Wireless Communication Technologies
BENV7504,Digital Cities
EDST5448,Educational Research
EDST5133,Creating Engaging Learning Environments
TABL5583,International Business Taxation
JURD7440,Online Content Regulation
ELEC3111,Distributed Energy Generation
CHEM1001,Introductory Chemistry
EDST5147,Thesis Writing and Presentation
MATS6105,Chemical Properties of Materials
SOMS1913,Human Systems 2
PLAN3006,Planning Practice: Ethics and Expertise
ARTS3874,Culture and Human Rights
EDST5118,Professional Practice for Special Education
ARCH1481,Critical Review of Literature
BIOM9021,Masters Project (Half Time)
AGSM9152,Digital Strategy (WEB Weekly)
COMM3050,Data Use and Misuse
COMP3231,Operating Systems
INFS2702,Supply Chain and Logistics Design
PTRL6003,Well Pressure Testing
ZEIT2103,Data Structures and Representation
GSOE9997,Engineering Work Related Learning for Postgraduates
PSYC7230,Research Thesis (Clinical) 1
DART4300,Contemporary Art Research Methods
ACCT5909,Current Developments in Auditing Research
EDST6732,English Method 2
ZEIT4601,Civil Design Practice Extension
LAWS3272,Australian Immigration Law and Practice
ZPEM8310,"Understanding Social- Technical Systems: Ideas, Spaces and Cultures"
RISK3003,Risk Decision Analytics
MATS1192,Design and Application of Materials in Science and Engineering
SWCH9009,Ethics and Law In Reproductive Medicine
COMM5902,Leadership for Social Impact (F2F)
ARTS1541,Modern Greek 2
EDST2094,Communication Skills for Teachers
COMP9242,Advanced Operating Systems
DATA9001,Fundamentals of Data Science
CEIC4953,Research Thesis C
ECON2111,Introduction to Economic Development
INFS5978,Accounting Information Systems
ZBUS8313,Risk Management in Logistics
BABS3151,Human Molecular Genetics and Disease
BEES0006,"Special Program in Biological, Earth and Environmental Sciences"
MUSC4102,Critical Practice in Music
TABL5503,Advanced Corporate Tax
JURD7478,Mediation in Practice
ZBUS2901,Business Research
LAWS3014,Insolvency Law
IDES2322,Industrial Design Studio 2B: User-Centred Design
LAWS3017,The Politics of Human Rights: Theory and Critique
MODL5100,Research and Theories of Translation and Interpreting
MINE8140,Mining Geomechanics
AVIA2610,Quantitative and Qualitative Research Methods in Aviation
ARTS3822,The Art of Political Science
ARTS4929,Global Development Honours
ENGG2997,Engineering Work Integrated Learning
FINS5511,Corporate Finance
ARTS2852,Qualitative Research for Political and Social Problems
MATS2001,Physical Properties of Materials
MATH3201,Dynamical Systems and Chaos
IEST5003,Addressing Environmental Issues: Pathways to Change- Making
BIOS2061,Vertebrate Zoology
ZBUS3901,Research Project in Business 2
MINE2820,Minerals Processing
MMAN9453,Masters Project C
JURD7318,Commercial Law
CRIM2014,Issues in Policing
PSYC3301,Psychology and Law
JURD7364,"Regulation, Litigation and Enforcement"
COMM3999,myBCom Graduation Portfolio
ZEIT2601,Soil Mechanics and Engineering Geology
ZEIT3102,Cryptography
MGMT5701,Global Employment Relations
EDST5127,Coaching and Mentoring in Educational Leadership
ECON7309,Economic Measurement
SENG2011,Workshop on Reasoning about Programs
COMM5704,Demonstrating Social Impact
MARK3091,New Product and New Service Development
CODE3234,Computational Design 5 (Data)
MATH2089,Numerical Methods and Statistics
ECON3110,Development Economics
ARTS2469,Islam in Asia and the Pacific
COMM5201,Business for Social Impact
ECON3101,Markets and Frictions
CRIM3025,Criminology Work Integrated Learning Placement
MODL5101,Interpreting in Legal Settings
ARTS1811,Contemporary Issues in Government and Global Politics
MATH3801,Probability and Stochastic Processes
ARCH1483,Honours Thesis
COMP1010,The Art of Computing
