"course_code","sdg_number","sdg_name","addressed","target_number","target_name","justification","timestamp"
"MDIA3097","16","Peace, Justice and Strong Institutions","Yes","16.10","Public access to information and fundamental freedoms","The outline states the course will examine ""current, ‘live’ topics in media"" and ""political communication as public strategy, online radicalisation, social media use and counter-publics, the political economy of IT industries, or surveillance and security"", and aims for students to ""Articulate their understanding of the role of the media in contemporary life"" and ""Engage in collaborative discussion and debate in a way that reflects the complexities of current socio-cultural and political formations and the media’s impact on them"". This focus on understanding media's role in public discourse, political communication, and issues like surveillance directly relates to the importance of public access to information and fundamental freedoms in a democratic society.","2025-04-29 22:22:55.208121"
"MDIA3097","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 22:22:55.209502"
"CHEM2011","4","Quality Education","Yes","4.3","Skills for employment, decent jobs and entrepreneurship","The course aims to provide a ""working knowledge"" of chemical principles ""essential for an understanding of the conditions and techniques used to bring about chemical changes in industry and in the laboratory,"" directly supporting the development of skills relevant to employment.","2025-04-29 22:22:59.099682"
"CHEM2011","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 22:22:59.100866"
"ENGG2500","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 22:23:00.328017"
"ARTS2693","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 22:23:01.250091"
"MMAN4953","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 22:23:02.477370"
"PSYC5004","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 22:23:03.501473"
"COMM5706","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 22:23:04.731626"
"FINS3645","4","Quality Education","Yes","4.4","Skills for employment, decent jobs and entrepreneurship","The outline explicitly states the course aims to ""develop skills in data handling in the context of banking and finance"" and ""gain introductory exposure to state-of-the-art data modeling and analytics,"" which are skills relevant for employment in the finance sector.","2025-04-29 22:23:09.066138"
"FINS3645","9","Industry, Innovation and Infrastructure","Yes","9.5","Enhance scientific research, upgrade the technological capabilities of industrial sectors","The outline explicitly states the course focuses on ""Technology is a disruptive factor that is transforming the banking and finance industry"" and aims to develop skills in ""data handling,"" ""data modeling and analytics,"" and ""Design and deliver innovative data-driven solutions for the banking and finance sector,"" directly contributing to technological capabilities and innovation in the financial sector.","2025-04-29 22:23:09.066221"
"FINS3645","0","analysed","analysed","analysed","analysed","analysed","2025-04-29 22:23:09.067586"
"LAWS8095","4","Quality Education","Yes","4.4","Skills for employment","The outline explicitly states the course aims to ensure students are ""familiar with the central theories and principles of corporate restructuring and insolvency law"" and includes learning outcomes like ""Show a practical, client-centred approach to creative problem solving by advising on options for corporate insolvency and evaluating possible client choices,"" which directly relate to developing skills relevant for employment in the legal and financial sectors.","2025-04-29 22:23:12.930442"
"LAWS8095","16","Peace, Justice and Strong Institutions","Yes","16.3","Rule of law","The course explicitly covers ""the law and practice relating to the insolvency of corporations"" and aims for students to be ""familiar with the central theories and principles of corporate restructuring and insolvency law,"" which directly contributes to understanding and upholding the rule of law within the corporate context.","2025-04-29 22:23:12.930529"
